0,-3.63151,1.74151,-0.666805,1.55992
0,-4.28576,3.20327,-0.800245,-0.0774237
0,-2.53214,0.895891,-0.898611,-0.0554214
0,-2.20753,1.27936,-0.964867,0.00774713
0,-0.971354,-0.192573,-1.02628,0.0457807
0,-0.462618,0.110861,-1.10716,0.105142
0,1.00454,-1.52271,-1.1774,0.150393
0,0.420555,-2.01082,-1.15985,0.195694
0,1.2891,-2.23878,-1.22837,0.241321
0,0.759147,-1.90749,-1.21961,0.281843
0,0.841453,-1.68266,-1.25217,0.321171
0,0.862957,-1.46955,-1.26328,0.364596
0,1.1569,-1.09483,-1.30603,0.403923
0,-1.875,0.967231,-1.27385,0.446991
0,-2.42332,1.74583,-1.42934,0.492644
0,-2.03145,2.06791,-1.47922,0.534184
0,-2.272,1.04142,-1.54648,0.650262
0,-1.85977,1.33551,-1.58883,0.725365
0,-1.2042,0.29267,-1.6286,0.830473
0,-0.944924,0.837334,-1.66991,0.914195
0,0.517175,-1.09063,-1.71823,1.07069
0,-1.16633,-0.0458814,-1.72677,-0.678018
0,1.33267,-1.30274,-0.318992,-0.550384
0,-0.188532,-0.809194,-0.154081,-0.548108
0,-0.953518,-0.0218234,0.0133282,-0.465405
0,-0.971028,0.643236,0.241297,-0.394584
0,-0.924263,-0.504913,0.321424,-0.354987
0,-0.439207,-0.786594,0.391775,-0.390976
0,-0.462065,-0.771646,0.47606,-0.482546
0,-0.0935029,-0.939407,0.553216,-0.634002
0,0.278538,-0.64986,0.626437,-0.687969
0,0.0712142,-0.923551,0.71939,-0.73312
0,-0.345409,-1.07193,0.81394,-0.816009
0,0.395846,-1.51769,0.89533,-0.901441
0,-0.307353,-0.943249,0.994524,-0.973653
0,0.322349,-0.763124,1.07463,-1.0384
0,-0.333524,-0.874375,1.10669,-1.11479
0,0.251697,-1.11045,1.16973,-1.18423
0,-0.561816,-0.379692,1.1975,-1.24931
0,0.120889,-0.945534,1.25557,-1.30138
0,-0.59899,-0.167452,1.27325,-1.36338
0,0.502218,-1.61402,1.32922,-1.35492
0,-0.589966,-0.817208,1.3476,-1.3976
0,-0.744965,-0.368829,1.3806,-1.43668
0,0.191131,-1.24164,1.42017,-1.44595
0,1.96625,-2.29567,0.141603,-1.48168
0,-1.88504,1.12294,0.175779,-0.179992
0,-1.78505,0.603973,0.274054,-0.255311
0,-0.986934,-0.700775,0.371585,-0.345703
0,-0.282864,-1.28651,0.466142,-0.457811
0,0.127561,-1.34943,0.565586,-0.568432
0,0.598437,-1.3019,0.665718,-0.680701
0,-0.535032,-0.74534,0.801283,-0.799591
0,0.0350748,-1.04845,0.906182,-0.936947
0,-0.622993,-0.518241,1.04323,-1.04233
0,-0.929024,-0.0523165,1.14967,0.651784
0,-0.490096,-0.0669316,-0.598737,0.513263
0,-1.95124,1.16934,-0.792504,0.446159
0,-1.41189,0.545642,-0.988905,0.611393
0,-1.6929,0.854562,-1.06545,0.877583
0,-1.71089,0.243902,-1.01994,0.947694
0,-0.855812,-0.363373,0.447494,1.0732
0,-1.32028,0.160856,0.399828,1.12969
0,-0.249694,-0.770819,0.317837,1.02974
0,-0.313142,-0.701212,0.282583,0.897535
0,0.205831,-0.571256,0.199292,0.742534
0,-1.8011,0.876559,0.179968,0.668303
0,-1.24819,-0.0613881,0.104793,0.641062
0,-0.882822,-0.184795,0.0401172,0.605946
0,-0.34523,-0.75429,-0.018786,0.569613
0,-0.0738557,-0.850926,-0.0777953,0.526558
0,-1.09004,-0.108405,-0.118698,0.505168
0,-0.944019,0.289144,-0.172447,0.490284
0,-0.115237,-0.844006,-0.226337,0.550334
0,-0.995837,-0.18956,-0.280426,0.615421
0,-1.38045,0.203444,-0.345549,0.721108
0,-1.70129,0.758952,-0.412508,0.76786
0,-0.917157,-0.109176,-0.482407,0.859947
0,-0.326184,-0.748036,-0.549705,0.919554
0,-1.35523,0.196291,-0.644785,0.959097
0,-1.15815,0.654554,-0.717581,1.0127
0,-0.0908388,-0.747601,-0.787157,1.07766
0,-1.16257,-0.0684454,-0.895727,1.10354
0,-1.77298,0.589742,-0.970846,1.15831
0,-0.831875,-0.22231,-1.04591,1.20952
0,-1.46984,0.425901,-1.10113,1.2563
0,-0.748386,-0.15003,-1.16866,1.29213
0,-1.79946,0.680661,-1.23986,1.32314
0,-1.11232,0.0652304,-1.29886,1.34387
0,-1.40823,0.215545,-1.35519,-0.0390751
0,-0.97681,-0.230849,-1.40952,0.0159995
0,-0.486807,-0.217127,-1.44584,0.109762
0,-0.589482,-0.50221,-1.44163,0.203218
0,-1.34872,0.151752,-1.45237,0.302326
0,-0.854983,-0.0617981,-1.57444,0.397304
0,0.146444,-0.996683,-1.62963,0.507774
0,-1.04235,-0.297805,-1.64214,0.612233
0,-1.45913,0.268286,-1.66182,0.713964
0,0.352965,-0.615498,-0.0859694,0.848614
0,-0.997588,-0.324278,-0.141803,0.942177
0,-0.951757,-0.317017,-0.222866,1.04363
0,-1.74208,0.770347,-0.300833,1.13128
0,-0.93859,-0.319635,-0.40946,-0.642481
0,-1.25709,0.655774,-0.488432,-0.560089
0,-0.342204,-0.353325,-0.331706,-0.538351
0,1.02137,-1.96902,-0.145236,-0.482242
0,-0.393505,-1.23426,-0.142085,-0.429242
0,-0.769067,-0.632108,-0.117296,-0.365929
0,-0.392709,-0.271762,0.0717898,-0.308998
0,-1.5984,0.4717,0.123031,-0.251021
0,-1.7717,0.88856,0.187613,-0.222452
0,-0.9579,-0.374629,0.243537,-0.26119
0,-0.397008,-0.679501,0.303575,-0.31644
0,0.239727,-0.767502,0.361008,-0.409848
0,0.85694,-1.46006,0.419636,-0.470282
0,-0.0152894,-0.862559,0.511261,-0.523397
0,-1.10364,-0.053218,0.612069,-0.578454
0,-0.705335,0.221386,0.689798,-0.626184
0,0.1617,-1.36324,0.766848,-0.756446
0,-0.577949,-0.727663,0.871762,-0.820998
0,-0.0687693,-1.06226,0.941172,-0.925063
0,-0.281995,-0.972173,1.00979,-0.978413
0,0.195759,-1.14849,1.07419,-1.07023
0,-0.413953,-0.64612,1.12566,-1.137
0,-0.0963156,-0.131646,1.19297,-1.20205
0,0.98489,-1.56242,1.23487,-1.26627
0,0.675505,-1.96114,1.26347,-1.30844
0,-0.34212,-1.23639,1.29654,-1.3473
0,0.0954119,-1.00019,1.34136,-1.40261
0,-0.303916,-1.1342,1.36645,-1.42866
0,-0.519307,-0.666299,1.39643,-1.47105
0,0.19275,-1.41167,1.42521,-1.48281
0,-0.43212,-0.877613,0.105693,-1.52975
0,-2.23026,2.00034,0.199603,-0.241633
0,-1.85011,0.681135,0.283844,-0.30191
0,-0.861786,-0.402014,0.381556,-0.406058
0,-0.290889,-0.913981,0.478999,-0.518934
0,0.0900288,-0.946067,0.580604,-0.635203
0,0.340913,-1.21417,0.685949,-0.778821
0,0.765502,-1.37087,0.797092,-0.918086
0,-0.472016,-0.562373,0.94745,-1.033
0,0.138692,-0.20366,1.05881,-1.14181
0,0.717103,-1.43121,-0.662967,0.597369
0,-0.84663,-0.414001,-0.613059,0.523378
0,-1.80313,0.432766,-0.765485,0.70937
0,-2.19113,0.80282,-0.94843,0.930188
0,-1.27087,0.228747,-0.949154,1.01726
0,-1.17597,0.834991,-0.981714,1.07307
0,-0.429082,-0.196101,-1.00875,1.16117
0,0.218459,-1.17673,-1.04755,1.16572
0,-1.23129,0.19794,0.280905,1.20755
0,-1.36694,0.202373,0.30815,1.2586
0,-0.901645,0.00898712,0.23687,1.19504
0,-0.0738882,-0.162933,0.15204,1.08701
0,-1.05352,-0.247352,0.097561,0.94787
0,-0.87512,-0.283696,0.0188891,0.863269
0,-0.68671,0.133418,-0.0604869,0.803172
0,-0.11138,-0.829778,-0.134639,0.741782
0,-1.08434,-0.15358,-0.195423,0.71236
0,-1.5117,0.524325,-0.268978,0.714487
0,-0.928537,-0.148901,-0.348269,0.780383
0,-0.303074,-0.776679,-0.421222,0.876622
0,-1.32222,0.133032,-0.51085,1.02527
0,-1.27373,0.774846,-0.583206,1.08784
0,-1.26698,0.0252314,-0.6752,1.1157
0,-1.31788,0.139549,-0.76619,1.17359
0,-1.23013,0.09761,-0.855937,1.22356
0,-1.8756,0.923727,-0.966532,1.26769
0,-0.823484,-0.183145,-1.04744,1.30253
0,-1.2899,0.219094,0.675011,1.3601
0,-1.06506,-0.18641,0.627272,1.38285
0,0.513263,-1.28162,0.556399,1.1688
0,-1.24812,0.131175,0.499395,1.11432
0,-1.23508,0.374854,0.455282,1.07103
0,-1.2114,-0.00565414,0.402579,1.02737
0,-0.923097,-0.250954,0.342519,0.945045
0,-0.681847,-0.232363,0.28684,0.868819
0,-0.970342,-0.273978,0.256602,0.82716
0,-1.01726,-0.153823,0.227334,0.786241
0,-1.53821,0.60663,0.200839,0.731469
0,-0.635798,-0.400658,0.164308,0.715977
0,-1.16037,-0.0419307,0.147797,0.659252
0,0.105503,-1.09695,-0.143706,0.626551
0,-1.04487,-0.225803,-0.211946,0.587645
0,-1.44058,0.40913,-0.294135,0.602556
0,-1.32493,0.103804,-0.374995,0.663164
0,-1.17509,0.477461,-0.455256,0.779361
0,-0.414897,-0.55326,-0.542456,0.843735
0,-1.6158,0.581337,-0.653098,0.884541
0,-1.37345,0.0933444,-0.749533,0.941837
0,-0.809796,-0.200211,-0.844385,1.01131
0,-1.94333,0.878183,-0.954118,1.06576
0,-0.897485,-0.066802,-1.03661,1.1416
0,-1.5893,0.650868,0.677799,1.19842
0,-0.313782,-0.583755,0.614856,1.2532
0,-1.01331,-0.206777,0.533615,1.01299
0,0.26004,-0.8238,0.435442,-1.09417
0,-0.894021,-0.354664,0.40112,0.676301
0,-1.25337,-0.0582895,0.745375,0.606257
0,0.231206,-0.520168,0.541291,0.543327
0,-0.956788,-0.277893,0.340759,0.472648
0,-0.369388,-0.636901,0.264548,0.413799
0,-1.05682,-0.118812,0.223478,0.353003
0,-0.319538,-0.67877,0.158268,0.313714
0,-1.04474,-0.158333,0.126959,0.261883
0,-0.509785,-0.543606,0.0699711,0.224891
0,-1.28365,0.213599,0.0393565,0.180323
0,-0.354681,-0.668266,-0.0144609,0.151609
0,-1.26395,0.178285,-0.0455125,0.114801
0,-0.235088,-0.740649,-0.0966397,0.0894219
0,-1.30928,0.246246,-0.129523,0.0759249
0,-0.901103,-0.303694,-0.182131,0.0843509
0,-0.675457,-0.410384,-0.231331,0.114587
